State,Area_Name,Rural_Urban_Continuum_Code_2003,Rural_Urban_Continuum_Code_2013,Urban_Influence_2003,Urban_Influence_2013,Economic_typology_2015,CENSUS_2020_POP,ESTIMATES_BASE_2020,POP_ESTIMATE_2020,POP_ESTIMATE_2021,POP_ESTIMATE_2022,N_POP_CHG_2020,N_POP_CHG_2021,N_POP_CHG_2022
ND,McKenzie County,9,9,10,10,2,"14,704","14,709","14,776","13,851","13,908",67,-925,57
ND,McLean County,8,8,7,7,1,"9,771","9,770","9,756","9,794","9,824",-14,38,30
ND,Mercer County,6,7,6,11,2,"8,350","8,354","8,348","8,330","8,333",-6,-18,3
ND,Morton County,3,3,2,2,0,"33,291","33,287","33,313","33,560","33,710",26,247,150
ND,Mountrail County,9,9,10,10,2,"9,809","9,812","9,807","9,593","9,290",-5,-214,-303
ND,Nelson County,8,8,7,7,1,"3,015","3,015","2,993","3,044","2,995",-22,51,-49
ND,Oliver County,8,3,7,2,1,"1,877","1,876","1,869","1,873","1,856",-7,4,-17
ND,Pembina County,9,9,12,12,1,"6,844","6,832","6,823","6,775","6,763",-9,-48,-12
ND,Pierce County,7,7,11,9,1,"3,990","3,983","3,968","3,943","3,942",-15,-25,-1
ND,Ramsey County,7,7,11,11,4,"11,605","11,604","11,573","11,598","11,515",-31,25,-83
ND,Ransom County,8,8,7,7,1,"5,703","5,699","5,690","5,667","5,640",-9,-23,-27
ND,Renville County,9,9,8,8,1,"2,282","2,282","2,273","2,262","2,220",-9,-11,-42
ND,Richland County,6,6,5,5,1,"16,529","16,528","16,527","16,570","16,580",-1,43,10
ND,Rolette County,9,9,12,12,4,"12,187","12,192","12,195","12,086","11,933",3,-109,-153
ND,Sargent County,9,9,10,10,3,"3,862","3,860","3,836","3,819","3,795",-24,-17,-24
ND,Sheridan County,9,9,12,12,1,"1,265","1,273","1,267","1,270","1,295",-6,3,25
ND,Sioux County,8,3,7,2,4,"3,898","3,897","3,882","3,759","3,711",-15,-123,-48
ND,Slope County,9,9,10,12,1,706,699,695,686,672,-4,-9,-14
ND,Stark County,7,7,8,8,2,"33,646","33,647","33,828","33,059","32,803",181,-769,-256
ND,Steele County,8,8,7,7,1,"1,798","1,788","1,787","1,798","1,788",-1,11,-10
ND,Stutsman County,7,7,8,8,0,"21,593","21,607","21,556","21,591","21,487",-51,35,-104
ND,Towner County,9,9,12,12,1,"2,162","2,163","2,147","2,133","2,064",-16,-14,-69
ND,Traill County,8,8,7,7,1,"7,997","8,000","7,988","7,990","7,958",-12,2,-32
ND,Walsh County,6,6,6,6,1,"10,563","10,558","10,524","10,479","10,438",-34,-45,-41
ND,Ward County,5,5,8,8,0,"69,919","69,933","69,923","69,437","68,870",-10,-486,-567
ND,Wells County,9,9,12,12,1,"3,982","3,986","3,971","3,905","3,930",-15,-66,25
ND,Williams County,7,7,8,8,2,"40,950","40,950","41,184","38,487","38,109",234,"-2,697",-378
OH,Ohio,,,,,,"11,799,448","11,799,374","11,797,517","11,764,342","11,756,058","-1,857","-33,175","-8,284"
OH,Adams County,6,6,4,4,0,"27,477","27,474","27,440","27,513","27,420",-34,73,-93
OH,Allen County,3,3,2,2,0,"102,206","102,204","102,107","101,792","101,115",-97,-315,-677
OH,Ashland County,4,4,5,3,0,"52,447","52,443","52,468","52,340","52,181",25,-128,-159
OH,Ashtabula County,4,4,3,3,3,"97,574","97,596","97,516","97,452","97,014",-80,-64,-438
OH,Athens County,4,4,5,3,4,"62,431","62,421","62,371","59,086","58,979",-50,"-3,285",-107
OH,Auglaize County,4,4,5,5,3,"46,422","46,421","46,461","46,240","45,948",40,-221,-292
OH,Belmont County,3,3,2,2,2,"66,497","66,495","66,283","65,895","65,509",-212,-388,-386
OH,Brown County,1,1,1,1,0,"43,676","43,674","43,671","43,690","43,680",-3,19,-10
OH,Butler County,1,1,1,1,0,"390,357","390,378","390,872","387,791","388,420",494,"-3,081",629
OH,Carroll County,2,2,2,2,0,"26,721","26,714","26,697","26,671","26,659",-17,-26,-12
OH,Champaign County,6,6,5,3,3,"38,714","38,707","38,734","38,782","38,709",27,48,-73
OH,Clark County,3,3,2,2,0,"136,001","135,973","135,879","135,747","134,831",-94,-132,-916
OH,Clermont County,1,1,1,1,0,"208,601","208,592","208,738","209,867","210,805",146,"1,129",938
OH,Clinton County,6,6,3,3,0,"42,018","42,022","42,023","42,100","41,964",1,77,-136
OH,Columbiana County,4,4,5,3,0,"101,877","101,873","101,634","101,250","100,511",-239,-384,-739
OH,Coshocton County,6,6,3,3,3,"36,612","36,602","36,578","36,614","36,571",-24,36,-43
OH,Crawford County,4,4,5,3,3,"42,025","42,010","42,003","41,797","41,522",-7,-206,-275
OH,Cuyahoga County,1,1,1,1,0,"1,264,817","1,264,813","1,262,523","1,247,808","1,236,041","-2,290","-14,715","-11,767"
OH,Darke County,6,6,5,5,3,"51,881","51,883","51,897","51,645","51,529",14,-252,-116
OH,Defiance County,4,4,5,5,3,"38,286","38,274","38,254","38,216","38,187",-20,-38,-29
OH,Delaware County,1,1,1,1,0,"214,124","214,120","215,139","221,186","226,296","1,019","6,047","5,110"
OH,Erie County,3,4,2,3,5,"75,622","75,619","75,475","74,918","74,501",-144,-557,-417
OH,Fairfield County,1,1,1,1,0,"158,921","158,918","159,443","161,182","162,898",525,"1,739","1,716"
OH,Fayette County,6,6,3,3,0,"28,951","28,947","28,971","28,929","28,839",24,-42,-90
OH,Franklin County,1,1,1,1,4,"1,323,807","1,323,800","1,324,357","1,317,560","1,321,820",557,"-6,797","4,260"
OH,Fulton County,2,2,2,2,3,"42,713","42,713","42,643","42,473","42,171",-70,-170,-302
OH,Gallia County,6,6,5,5,0,"29,220","29,227","29,241","29,220","29,068",14,-21,-152
OH,Geauga County,1,1,1,1,3,"95,397","95,403","95,347","95,649","95,469",-56,302,-180
OH,Greene County,2,2,2,2,4,"167,966","167,971","168,119","167,628","168,456",148,-491,828
OH,Guernsey County,6,6,5,5,0,"38,438","38,434","38,415","38,263","38,098",-19,-152,-165
OH,Hamilton County,1,1,1,1,0,"830,639","830,625","830,320","827,501","825,037",-305,"-2,819","-2,464"
OH,Hancock County,4,4,5,5,3,"74,920","74,926","74,930","74,775","74,861",4,-155,86
OH,Hardin County,6,6,6,6,0,"30,696","30,691","30,724","30,446","30,416",33,-278,-30
OH,Harrison County,6,6,6,6,2,"14,483","14,482","14,486","14,476","14,378",4,-10,-98
OH,Henry County,6,6,6,6,3,"27,662","27,662","27,663","27,555","27,512",1,-108,-43
OH,Highland County,6,6,4,4,0,"43,317","43,317","43,359","43,423","43,391",42,64,-32
OH,Hocking County,6,1,4,1,5,"28,050","28,054","28,039","28,126","27,858",-15,87,-268
OH,Holmes County,7,7,9,9,3,"44,223","44,217","44,226","44,374","44,390",9,148,16
OH,Huron County,4,4,5,3,3,"58,565","58,565","58,485","58,431","58,218",-80,-54,-213
OH,Jackson County,7,7,9,8,3,"32,653","32,654","32,669","32,518","32,586",15,-151,68
OH,Jefferson County,3,3,2,2,0,"65,249","65,247","65,171","65,111","64,330",-76,-60,-781
OH,Knox County,4,4,3,3,3,"62,721","62,711","62,783","62,547","63,183",72,-236,636
OH,Lake County,1,1,1,1,3,"232,603","232,524","232,508","232,223","231,842",-16,-285,-381
OH,Lawrence County,2,2,2,2,0,"58,240","58,236","58,136","57,400","56,653",-100,-736,-747
OH,Licking County,1,1,1,1,0,"178,519","178,509","178,769","179,962","181,359",260,"1,193","1,397"
OH,Logan County,4,6,3,3,3,"46,150","46,144","46,106","46,129","46,040",-38,23,-89
OH,Lorain County,1,1,1,1,3,"312,964","312,974","313,495","314,165","316,268",521,670,"2,103"
OH,Lucas County,2,2,2,2,0,"431,279","431,273","430,834","429,360","426,643",-439,"-1,474","-2,717"
OH,Madison County,1,1,1,1,0,"43,824","43,847","43,853","44,404","43,540",6,551,-864
OH,Mahoning County,2,2,2,2,0,"228,614","228,621","228,005","226,443","225,636",-616,"-1,562",-807
OH,Marion County,4,4,3,3,3,"65,359","65,366","65,399","65,311","64,642",33,-88,-669
OH,Medina County,1,1,1,1,0,"182,470","182,475","182,636","183,338","183,512",161,702,174
OH,Meigs County,6,6,6,6,0,"22,210","22,197","22,149","22,085","21,969",-48,-64,-116
OH,Mercer County,7,7,8,8,3,"42,528","42,528","42,526","42,369","42,348",-2,-157,-21
OH,Miami County,2,2,2,2,3,"108,774","108,777","108,950","109,386","110,247",173,436,861
OH,Monroe County,8,8,6,7,3,"13,385","13,383","13,349","13,324","13,234",-34,-25,-90
OH,Montgomery County,2,2,2,2,0,"537,309","537,316","537,093","536,169","533,892",-223,-924,"-2,277"
OH,Morgan County,6,6,7,4,0,"13,802","13,802","13,756","13,689","13,668",-46,-67,-21
OH,Morrow County,1,1,1,1,0,"34,950","34,940","34,973","35,197","35,339",33,224,142
OH,Muskingum County,4,4,3,3,0,"86,410","86,412","86,450","86,574","86,113",38,124,-461
OH,Noble County,6,7,7,10,4,"14,115","14,106","14,086","14,312","14,335",-20,226,23
OH,Ottawa County,2,4,2,5,5,"40,364","40,355","40,287","40,156","39,978",-68,-131,-178
OH,Paulding County,6,6,6,6,3,"18,806","18,803","18,805","18,886","18,757",2,81,-129
OH,Perry County,6,1,4,1,0,"35,408","35,409","35,448","35,454","35,480",39,6,26
OH,Pickaway County,1,1,1,1,0,"58,539","58,537","58,646","58,770","60,023",109,124,"1,253"
OH,Pike County,7,7,9,9,3,"27,088","27,089","27,069","27,059","27,005",-20,-10,-54
OH,Portage County,2,2,2,2,4,"161,791","161,790","161,833","158,978","161,745",43,"-2,855","2,767"
OH,Preble County,2,6,2,4,3,"40,999","40,998","41,001","40,894","40,596",3,-107,-298
OH,Putnam County,6,6,6,6,3,"34,451","34,448","34,395","34,353","34,334",-53,-42,-19
OH,Richland County,3,3,2,2,0,"124,936","124,933","124,962","125,327","125,319",29,365,-8
OH,Ross County,4,4,3,3,4,"77,093","77,095","77,064","76,540","76,606",-31,-524,66
OH,Sandusky County,4,4,5,5,3,"58,896","58,900","58,865","58,763","58,667",-35,-102,-96
OH,Scioto County,4,4,5,5,0,"74,008","74,012","73,844","73,012","72,194",-168,-832,-818
OH,Seneca County,4,4,5,5,0,"55,069","55,080","55,051","54,954","54,632",-29,-97,-322
OH,Shelby County,4,4,5,5,3,"48,230","48,222","48,138","48,030","47,671",-84,-108,-359
OH,Stark County,2,2,2,2,0,"374,853","374,853","374,486","373,659","372,657",-367,-827,"-1,002"
OH,Summit County,2,2,2,2,0,"540,428","540,436","539,792","537,247","535,882",-644,"-2,545","-1,365"
OH,Trumbull County,2,2,2,2,3,"201,977","202,069","201,672","201,444","200,643",-397,-228,-801
OH,Tuscarawas County,4,4,5,5,3,"93,263","93,265","93,183","92,608","91,937",-82,-575,-671
OH,Union County,1,1,1,1,3,"62,784","62,790","63,089","65,110","66,898",299,"2,021","1,788"
OH,Van Wert County,6,6,5,5,3,"28,931","28,937","28,919","28,776","28,769",-18,-143,-7
OH,Vinton County,9,8,10,4,0,"12,800","12,804","12,804","12,707","12,565",0,-97,-142
OH,Warren County,1,1,1,1,0,"242,337","242,338","243,201","246,822","249,778",863,"3,621","2,956"
OH,Washington County,3,4,2,5,0,"59,771","59,769","59,644","59,459","58,901",-125,-185,-558
OH,Wayne County,4,4,3,3,3,"116,894","116,889","116,906","116,129","116,559",17,-777,430
OH,Williams County,7,6,9,6,3,"37,102","37,106","37,077","36,743","36,652",-29,-334,-91
OH,Wood County,2,2,2,2,3,"132,248","132,251","132,248","130,331","131,592",-3,"-1,917","1,261"
OH,Wyandot County,7,7,9,9,3,"21,900","21,894","21,861","21,704","21,567",-33,-157,-137
OK,Oklahoma,,,,,,"3,959,353","3,959,346","3,964,912","3,991,225","4,019,800","5,566","26,313","28,575"
OK,Adair County,6,6,6,6,3,"19,495","19,494","19,451","19,479","19,576",-43,28,97
OK,Alfalfa County,9,9,10,10,1,"5,699","5,700","5,708","5,681","5,637",8,-27,-44
OK,Atoka County,7,9,9,9,1,"14,143","14,135","14,154","14,252","14,262",19,98,10
OK,Beaver County,9,9,10,10,1,"5,049","5,052","5,029","4,999","5,016",-23,-30,17
OK,Beckham County,7,7,11,8,2,"22,410","22,411","22,342","22,044","22,009",-69,-298,-35
OK,Blaine County,6,6,4,4,2,"8,735","8,731","8,702","8,523","8,409",-29,-179,-114
OK,Bryan County,6,6,5,5,0,"46,067","46,072","46,327","47,187","48,182",255,860,995
OK,Caddo County,6,6,4,4,0,"26,945","26,934","26,900","26,441","26,198",-34,-459,-243
OK,Canadian County,1,1,1,1,0,"154,405","154,154","155,425","161,981","169,149","1,271","6,556","7,168"
OK,Carter County,5,5,8,8,2,"48,003","48,004","48,036","48,324","48,510",32,288,186
OK,Cherokee County,6,6,5,5,0,"47,078","47,073","47,090","47,631","48,098",17,541,467
OK,Choctaw County,7,7,9,9,0,"14,204","14,203","14,201","14,314","14,358",-2,113,44
OK,Cimarron County,9,9,10,10,1,"2,296","2,293","2,290","2,255","2,252",-3,-35,-3
OK,Cleveland County,1,1,1,1,4,"295,528","295,514","296,207","298,099","299,587",693,"1,892","1,488"
OK,Coal County,9,9,10,10,1,"5,266","5,270","5,284","5,319","5,313",14,35,-6
OK,Comanche County,3,3,2,2,4,"121,125","121,124","121,125","122,438","123,046",1,"1,313",608
OK,Cotton County,6,3,6,2,1,"5,527","5,523","5,535","5,467","5,477",12,-68,10
OK,Craig County,6,6,6,6,4,"14,107","14,104","14,136","14,176","14,123",32,40,-53
OK,Creek County,2,2,2,2,0,"71,754","71,753","71,837","72,186","72,699",84,349,513
OK,Custer County,7,7,11,8,2,"28,513","28,521","28,444","28,132","27,886",-77,-312,-246
OK,Delaware County,6,6,6,6,5,"40,397","40,393","40,385","40,927","41,413",-8,542,486
OK,Dewey County,9,9,10,10,2,"4,484","4,481","4,474","4,415","4,401",-7,-59,-14
OK,Ellis County,9,9,10,10,2,"3,749","3,747","3,739","3,731","3,657",-8,-8,-74
OK,Garfield County,5,5,8,8,0,"62,846","62,844","62,692","61,947","61,920",-152,-745,-27
OK,Garvin County,6,6,4,4,2,"25,656","25,655","25,645","25,738","25,713",-10,93,-25
OK,Grady County,1,1,1,1,0,"54,795","54,800","54,873","55,608","56,658",73,735,"1,050"
OK,Grant County,9,9,10,10,1,"4,169","4,162","4,174","4,153","4,124",12,-21,-29
OK,Greer County,7,7,9,9,4,"5,491","5,492","5,493","5,483","5,547",1,-10,64
OK,Harmon County,9,9,10,10,1,"2,488","2,488","2,473","2,413","2,428",-15,-60,15
OK,Harper County,9,9,10,10,1,"3,272","3,266","3,248","3,172","3,129",-18,-76,-43
OK,Haskell County,6,6,6,6,2,"11,561","11,562","11,552","11,601","11,641",-10,49,40
OK,Hughes County,7,7,9,9,1,"13,367","13,367","13,348","13,394","13,407",-19,46,13
OK,Jackson County,5,7,8,8,4,"24,785","24,785","24,736","24,720","24,556",-49,-16,-164
OK,Jefferson County,8,8,7,7,1,"5,337","5,338","5,325","5,396","5,389",-13,71,-7
OK,Johnston County,7,9,9,9,0,"10,272","10,276","10,241","10,357","10,406",-35,116,49
OK,Kay County,5,5,8,8,0,"43,700","43,701","43,609","43,724","43,668",-92,115,-56
OK,Kingfisher County,6,6,4,4,2,"15,184","15,187","15,174","15,253","15,293",-13,79,40
OK,Kiowa County,6,6,6,6,0,"8,509","8,503","8,493","8,358","8,345",-10,-135,-13
OK,Latimer County,7,7,9,9,2,"9,444","9,446","9,481","9,482","9,630",35,1,148
OK,Le Flore County,2,2,2,2,0,"48,129","48,131","48,195","48,601","48,907",64,406,306
OK,Lincoln County,1,1,1,1,0,"33,458","33,460","33,495","33,856","34,188",35,361,332
OK,Logan County,1,1,1,1,2,"49,555","49,552","49,743","50,924","51,933",191,"1,181","1,009"
OK,Love County,9,9,8,9,0,"10,146","10,146","10,159","10,244","10,218",13,85,-26
OK,McClain County,1,1,1,1,0,"41,662","41,667","41,911","43,497","45,306",244,"1,586","1,809"
OK,McCurtain County,7,7,11,11,0,"30,814","30,809","30,838","30,884","30,931",29,46,47
OK,McIntosh County,6,6,6,6,5,"18,941","18,944","18,950","19,262","19,451",6,312,189
OK,Major County,9,9,9,9,2,"7,782","7,781","7,746","7,617","7,502",-35,-129,-115
OK,Marshall County,6,6,6,6,3,"15,312","15,303","15,340","15,546","15,882",37,206,336
OK,Mayes County,6,6,6,6,3,"39,046","39,044","39,053","39,246","39,589",9,193,343
OK,Murray County,7,7,9,9,0,"13,904","13,905","13,877","13,712","13,672",-28,-165,-40
OK,Muskogee County,4,4,5,5,4,"66,339","66,344","66,241","66,255","66,354",-103,14,99
OK,Noble County,6,6,4,4,3,"10,924","10,925","10,922","10,942","10,896",-3,20,-46
OK,Nowata County,6,6,6,6,1,"9,320","9,322","9,322","9,387","9,483",0,65,96
OK,Okfuskee County,6,6,6,4,1,"11,310","11,314","11,271","11,196","11,134",-43,-75,-62
OK,Oklahoma County,1,1,1,1,2,"796,292","796,567","798,200","799,622","802,559","1,633","1,422","2,937"
OK,Okmulgee County,2,2,2,2,0,"36,706","36,706","36,686","36,827","36,990",-20,141,163
OK,Osage County,2,2,2,2,2,"45,818","45,823","45,778","45,868","45,839",-45,90,-29
OK,Ottawa County,6,6,5,5,0,"30,285","30,291","30,229","30,400","30,338",-62,171,-62
OK,Pawnee County,2,2,2,2,2,"15,553","15,551","15,552","15,761","15,757",1,209,-4
OK,Payne County,4,4,5,3,4,"81,646","81,649","81,645","82,149","82,794",-4,504,645
OK,Pittsburg County,5,5,8,8,4,"43,773","43,774","43,784","43,695","43,613",10,-89,-82
OK,Pontotoc County,7,7,8,8,0,"38,065","38,065","38,087","38,195","38,141",22,108,-54
OK,Pottawatomie County,4,4,3,3,0,"72,454","72,449","72,542","73,092","73,533",93,550,441
OK,Pushmataha County,9,9,11,12,0,"10,812","10,816","10,796","10,789","10,769",-20,-7,-20
OK,Roger Mills County,9,9,12,10,2,"3,442","3,439","3,428","3,361","3,320",-11,-67,-41
OK,Rogers County,2,2,2,2,0,"95,240","95,245","95,387","96,796","98,836",142,"1,409","2,040"
OK,Seminole County,7,7,9,9,2,"23,556","23,562","23,515","23,498","23,351",-47,-17,-147
OK,Sequoyah County,2,2,2,2,0,"39,281","39,280","39,246","39,442","39,667",-34,196,225
OK,Stephens County,4,4,5,3,2,"42,848","42,844","42,814","43,174","43,710",-30,360,536
OK,Texas County,7,7,8,8,3,"21,384","21,386","21,291","20,822","20,495",-95,-469,-327
OK,Tillman County,6,6,6,6,1,"6,968","6,967","6,948","7,039","6,977",-19,91,-62
OK,Tulsa County,2,2,2,2,2,"669,279","669,272","670,653","673,961","677,358","1,381","3,308","3,397"
OK,Wagoner County,2,2,2,2,0,"80,981","80,986","81,379","84,198","86,644",393,"2,819","2,446"
OK,Washington County,4,4,5,5,2,"52,455","52,452","52,604","52,857","53,242",152,253,385
OK,Washita County,7,7,11,9,2,"10,924","10,922","10,903","10,881","10,732",-19,-22,-149
OK,Woods County,7,7,11,9,2,"8,624","8,622","8,598","8,613","8,587",-24,15,-26
OK,Woodward County,7,7,8,8,2,"20,470","20,473","20,406","20,216","19,990",-67,-190,-226
OR,Oregon,,,,,,"4,237,256","4,237,291","4,244,795","4,256,301","4,240,137","7,504","11,506","-16,164"
OR,Baker County,7,7,9,11,5,"16,668","16,666","16,725","16,873","16,938",59,148,65
OR,Benton County,3,3,2,2,4,"95,184","95,183","95,208","96,277","97,630",25,"1,069","1,353"
OR,Clackamas County,1,1,1,1,0,"421,401","421,404","422,444","423,763","423,177","1,040","1,319",-586
OR,Clatsop County,4,4,3,3,5,"41,072","41,078","41,160","41,916","41,695",82,756,-221
OR,Columbia County,1,1,1,1,0,"52,589","52,603","52,730","53,229","53,588",127,499,359
OR,Coos County,5,5,8,8,0,"64,929","64,929","64,971","65,119","64,990",42,148,-129
OR,Crook County,6,6,5,5,0,"24,738","24,735","24,923","25,753","26,375",188,830,622
OR,Curry County,7,7,8,8,5,"23,446","23,447","23,516","23,720","23,598",69,204,-122
OR,Deschutes County,3,3,2,2,5,"198,253","198,256","199,454","205,358","206,549","1,198","5,904","1,191"
OR,Douglas County,4,4,5,5,0,"111,201","111,202","111,288","112,057","112,297",86,769,240
OR,Gilliam County,9,9,10,12,0,"1,995","1,997","2,017","2,015","2,018",20,-2,3
OR,Grant County,9,9,12,12,4,"7,233","7,233","7,241","7,288","7,218",8,47,-70
OR,Harney County,7,7,11,11,4,"7,495","7,499","7,502","7,590","7,515",3,88,-75
OR,Hood River County,6,6,3,3,5,"23,977","23,978","23,958","24,094","24,048",-20,136,-46
OR,Jackson County,3,3,2,2,0,"223,259","223,262","223,614","224,327","221,644",352,713,"-2,683"
OR,Jefferson County,6,6,6,6,0,"24,502","24,507","24,577","25,122","25,330",70,545,208
OR,Josephine County,4,3,5,2,0,"88,090","88,092","88,235","88,590","87,730",143,355,-860
OR,Klamath County,5,5,8,8,0,"69,413","69,416","69,547","70,255","70,212",131,708,-43
OR,Lake County,7,7,12,12,4,"8,160","8,158","8,167","8,285","8,385",9,118,100
OR,Lane County,2,2,2,2,0,"382,971","382,975","383,279","384,063","382,353",304,784,"-1,710"
OR,Lincoln County,4,5,6,8,5,"50,395","50,400","50,507","51,026","50,813",107,519,-213
OR,Linn County,4,3,5,2,3,"128,610","128,610","128,978","129,948","130,467",368,970,519
OR,Malheur County,6,6,5,5,4,"31,571","31,575","31,650","31,709","31,879",75,59,170
OR,Marion County,2,2,2,2,4,"345,920","345,910","346,339","347,775","346,703",429,"1,436","-1,072"
OR,Morrow County,6,6,5,5,1,"12,186","12,187","12,220","12,358","12,300",33,138,-58
OR,Multnomah County,1,1,1,1,0,"815,428","815,429","816,467","805,593","795,083","1,038","-10,874","-10,510"
OR,Polk County,2,2,2,2,0,"87,433","87,432","87,950","89,384","89,614",518,"1,434",230
OR,Sherman County,9,9,10,10,1,"1,870","1,867","1,873","1,912","1,955",6,39,43
OR,Tillamook County,6,6,4,4,5,"27,390","27,393","27,466","27,800","27,574",73,334,-226
OR,Umatilla County,5,4,8,5,0,"80,075","80,068","80,098","80,154","80,215",30,56,61
OR,Union County,7,7,8,8,4,"26,196","26,197","26,167","26,276","26,177",-30,109,-99
OR,Wallowa County,9,9,10,10,5,"7,391","7,387","7,401","7,554","7,659",14,153,105
OR,Wasco County,6,6,3,3,0,"26,670","26,663","26,631","26,735","26,561",-32,104,-174
OR,Washington County,1,1,1,1,3,"600,372","600,383","601,101","602,494","600,176",718,"1,393","-2,318"
OR,Wheeler County,9,9,10,10,1,"1,451","1,449","1,460","1,453","1,445",11,-7,-8
OR,Yamhill County,1,1,1,1,0,"107,722","107,721","107,931","108,436","108,226",210,505,-210
PA,Pennsylvania,,,,,,"13,002,700","13,002,689","12,994,440","13,012,059","12,972,008","-8,249","17,619","-40,051"
PA,Adams County,4,3,5,2,0,"103,852","103,829","103,779","105,632","106,027",-50,"1,853",395
PA,Allegheny County,1,1,1,1,0,"1,250,578","1,250,585","1,249,524","1,245,445","1,233,253","-1,061","-4,079","-12,192"
